date,nav,fund_name
2018-03-05,140.7265,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-03-06,140.77,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-03-07,140.9803,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-03-08,141.0882,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-03-09,141.0964,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-03-12,141.271,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-03-13,141.3517,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-03-14,141.3686,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-03-15,141.4873,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-03-16,141.6912,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-03-19,141.7148,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-03-20,141.7269,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-03-21,141.7391,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-03-22,141.7848,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-03-23,141.8272,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-03-26,141.858,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-03-27,142.3556,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-03-28,142.4392,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-04-03,142.7428,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-04-04,142.7382,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-04-05,143.1275,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-04-06,143.1533,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-04-09,143.1851,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-04-10,142.9838,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-04-11,142.7892,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-04-12,142.8123,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-04-13,142.8596,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-04-16,142.9083,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-04-17,142.9028,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-04-18,142.8035,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-04-19,142.5817,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-04-20,142.3818,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-04-23,142.3797,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-04-24,142.3569,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-04-25,142.2185,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-04-26,142.1109,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-04-27,142.0784,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-05-02,142.3015,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-05-03,142.3179,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-05-04,142.3165,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-05-07,142.4808,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-05-08,142.5187,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-05-09,142.3563,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-05-10,142.3077,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-05-11,142.2857,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-05-14,142.2398,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-05-15,142.0914,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-05-16,141.9575,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-05-17,141.9005,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-05-18,142.0857,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-05-21,142.1174,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-05-22,142.1472,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-05-23,142.1357,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-05-24,142.1165,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-05-25,142.2487,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-05-28,142.4224,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-05-29,142.4726,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-05-30,142.5296,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-05-31,142.42,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-06-01,142.3674,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-06-04,142.3998,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-06-05,142.4665,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-06-06,142.3972,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-06-07,142.2812,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-06-08,142.4035,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-06-11,142.4551,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-06-12,142.4837,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-06-13,142.5907,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-06-14,142.6874,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-06-15,142.7832,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-06-18,142.9393,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-06-19,142.9936,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-06-20,143.0785,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-06-21,143.2127,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-06-22,143.2155,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-06-25,143.2898,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-06-26,143.3068,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-06-27,143.2581,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-06-28,143.195,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-06-29,143.2428,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-07-02,143.3715,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-07-03,143.418,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-07-04,143.5283,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-07-05,143.5272,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-07-06,143.5656,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-07-09,143.6666,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-07-10,143.7153,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-07-11,143.7636,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-07-12,143.9137,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-07-13,143.9932,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-07-16,144.0332,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-07-17,144.1534,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-07-18,144.1784,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-07-19,144.1604,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-07-20,144.1651,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-07-23,144.2217,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-07-24,144.2543,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-07-25,144.2857,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-07-26,144.3561,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-07-27,144.3967,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-07-30,144.4708,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-07-31,144.5473,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-08-01,144.6898,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-08-02,144.717,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-08-03,144.6829,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-08-06,144.7287,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-08-07,144.736,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-08-08,144.7751,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-08-09,144.8547,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-08-10,144.8834,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-08-13,144.8638,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-08-14,144.8983,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-08-16,144.8889,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-08-20,145.0363,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-08-21,145.0737,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-08-23,145.063,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-08-24,145.0713,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-08-27,145.1487,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-08-28,145.1743,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-08-29,145.1777,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-08-30,145.153,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-08-31,145.157,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-09-03,145.1981,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-09-04,145.091,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-09-05,145.064,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-09-06,145.0798,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-09-07,145.1503,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-09-10,145.0029,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-09-11,144.9724,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-09-12,144.9921,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-09-14,145.0718,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-09-17,145.1591,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-09-18,145.1769,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-09-19,145.2511,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-09-21,145.2703,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-09-24,145.129,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-09-25,145.0404,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-09-26,145.1397,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-09-27,145.5014,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-09-28,145.6347,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-10-01,145.82,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-10-03,145.7273,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-10-04,145.5923,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-10-05,145.947,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-10-08,146.0791,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-10-09,145.9393,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-10-10,145.9908,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-10-11,146.0455,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-10-12,146.0817,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-10-15,146.2801,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-10-16,146.3846,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-10-17,146.3738,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-10-19,146.4328,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-10-22,146.5009,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-10-23,146.5481,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-10-24,146.6004,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-10-25,146.6004,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-10-26,146.59,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-10-29,146.7445,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-10-30,146.7452,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-10-31,146.7339,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-11-01,146.8128,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-11-02,146.9597,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-11-05,147.0216,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-11-06,147.0712,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-11-09,147.2208,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-11-12,147.2561,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-11-13,147.3771,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-11-14,147.492,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-11-15,147.5302,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-11-16,147.4611,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-11-19,147.5923,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-11-20,147.635,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-11-22,147.8603,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-11-26,147.9388,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-11-27,147.9633,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-11-28,148.1433,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-11-29,148.2735,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-11-30,148.3579,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-12-03,148.4128,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-12-04,148.5429,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-12-05,148.846,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-12-06,149.0535,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-12-07,149.0015,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-12-10,148.7642,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-12-11,148.8009,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-12-12,149.0278,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-12-13,149.0154,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-12-14,148.9564,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-12-17,149.0283,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-12-18,149.195,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-12-19,149.5278,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-12-20,149.5464,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-12-21,149.563,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-12-24,149.6544,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-12-26,149.8596,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-12-27,149.9247,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-12-28,149.7844,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2018-12-31,149.9206,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-01-01,149.8452,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-01-02,149.9431,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-01-03,149.8859,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-01-04,149.8954,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-01-07,149.9279,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-01-08,150.0955,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-01-09,150.1373,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-01-10,150.1803,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-01-11,150.2791,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-01-14,150.456,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-01-15,150.4854,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-01-16,150.4555,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-01-17,150.4768,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-01-18,150.4759,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-01-21,150.3954,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-01-22,150.5028,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-01-23,150.5101,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-01-24,150.5348,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-01-25,150.5547,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-01-28,150.6576,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-01-29,150.6845,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-01-30,150.6693,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-01-31,150.7049,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-02-01,150.5492,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-02-04,150.5633,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-02-05,150.5966,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-02-06,150.6666,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-02-07,150.9077,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-02-08,151.009,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
2019-02-11,151.0908,Aditya_Birla_Sun_Life_Banking_&_PSU_Debt_Fund__-_DIRECT_-_IDCW
